Jan	23	0	32171
Jan	23	1	33516
Jan	23	2	34909
Jan	23	3	34371
Jan	23	4	32769
Jan	23	5	29480
Jan	23	6	26179
Jan	23	7	23402
Jan	23	8	22801
Jan	23	9	22395
Jan	23	10	22992
Jan	23	11	25589
Jan	23	12	29042
Jan	23	13	33299
Jan	23	14	36473
Jan	23	15	36914
Jan	23	16	34103
Jan	23	17	32222
Jan	23	18	30632
Jan	23	19	30917
Jan	23	20	32049
Jan	23	21	32464
Jan	23	22	35612
Jan	23	23	37342
Jan	24	0	34938
Jan	24	1	36831
Jan	24	2	38219
Jan	24	3	36184
Jan	24	4	31255
Jan	24	5	26673
Jan	24	6	23356
Jan	24	7	21174
Jan	24	8	20985
Jan	24	9	21994
Jan	24	10	23899
Jan	24	11	27479
Jan	24	12	32458
Jan	24	13	37295
Jan	24	14	40592
Jan	24	15	40589
Jan	24	16	38545
Jan	24	17	34727
Jan	24	18	32705
Jan	24	19	31849
Jan	24	20	32166
Jan	24	21	34294
Jan	24	22	35834
Jan	24	23	37044
Jan	25	0	36749
Jan	25	1	36894
Jan	25	2	37528
Jan	25	3	35564
Jan	25	4	31166
Jan	25	5	27003
Jan	25	6	23077
Jan	25	7	21427
Jan	25	8	21108
Jan	25	9	22276
Jan	25	10	23821
Jan	25	11	28079
Jan	25	12	33225
Jan	25	13	42180
Jan	25	14	45088
Jan	25	15	48841
Jan	25	16	45092
Jan	25	17	36315
Jan	25	18	33518
Jan	25	19	33126
Jan	25	20	32195
Jan	25	21	34622
Jan	25	22	35930
Jan	25	23	36693
Jan	26	0	36829
Jan	26	1	38498
Jan	26	2	41792
Jan	26	3	41405
Jan	26	4	32562
Jan	26	5	26829
Jan	26	6	23057
Jan	26	7	21465
Jan	26	8	21258
Jan	26	9	22195
Jan	26	10	24406
Jan	26	11	27716
Jan	26	12	33172
Jan	26	13	38887
Jan	26	14	42340
Jan	26	15	42390
Jan	26	16	39765
Jan	26	17	36455
Jan	26	18	34503
Jan	26	19	32946
Jan	26	20	33654
Jan	26	21	35376
Jan	26	22	37478
Jan	26	23	38600
Jan	27	0	38527
Jan	27	1	37975
Jan	27	2	32745
Jan	27	3	36254
Jan	27	4	32306
Jan	27	5	27392
Jan	27	6	26145
Jan	27	7	24131
Jan	27	8	22306
Jan	27	9	22872
Jan	27	10	25551
Jan	27	11	29093
Jan	27	12	34371
Jan	27	13	39890
Jan	27	14	42511
Jan	27	15	42525
Jan	27	16	40419
Jan	27	17	36799
Jan	27	18	34647
Jan	27	19	29695
Jan	27	20	33255
Jan	27	21	34798
Jan	27	22	37323
Jan	27	23	38846
Jan	28	0	38759
Jan	28	1	38914
Jan	28	2	38804
Jan	28	3	39354
Jan	28	4	33389
Jan	28	5	28333
Jan	28	6	25145
Jan	28	7	22822
Jan	28	8	22536
Jan	28	9	23466
Jan	28	10	25253
Jan	28	11	29759
Jan	28	12	34616
Jan	28	13	39275
Jan	28	14	43306
Jan	28	15	43698
Jan	28	16	41799
Jan	28	17	39143
Jan	28	18	31897
Jan	28	19	31952
Jan	28	20	31953
Jan	28	21	32802
Jan	28	22	34744
Jan	28	23	34068
Jan	29	0	34845
Jan	29	1	35917
Jan	29	2	36412
Jan	29	3	35412
Jan	29	4	32386
Jan	29	5	28772
Jan	29	6	25118
Jan	29	7	22647
Jan	29	8	22300
Jan	29	9	22475
Jan	29	10	23022
Jan	29	11	26143
Jan	29	12	29942
Jan	29	13	34417
Jan	29	14	39054
Jan	29	15	42686
Jan	29	16	42820
Jan	29	17	47178
Jan	29	18	33831
Jan	29	19	30162
Jan	29	20	28924
Jan	29	21	28391
Jan	29	22	29261
Jan	29	23	32462
Jan	30	0	32735
